from,to,reason,strength,confidence,divergence,status
sergei-prokofiev-1891,aram-khachaturian-1903,"Khachaturian studied under Prokofiev and was influenced by his modernist style and orchestration techniques.",0.80,0.90,0.40,pending
reinhold-gliere-1875,aram-khachaturian-1903,"Glieré was Khachaturian's teacher and mentor, significantly shaping his compositional style and use of Russian and Armenian folk elements.",0.90,0.95,0.30,pending
nikolai-rimsky-korsakov-1844,aram-khachaturian-1903,"Khachaturian was influenced by Rimsky-Korsakov's orchestration and incorporation of folk music, which is evident in Khachaturian's works.",0.70,0.85,0.50,pending
igor-stravinsky-1882,aram-khachaturian-1903,"Stravinsky's rhythmic innovation and use of folk themes influenced Khachaturian's rhythmic vitality and nationalistic style.",0.60,0.80,0.60,pending
sergei-prokofiev-1891,dmitry-kabalevsky-1904,"Kabalevsky was influenced by Prokofiev's modernist style and incorporation of Russian folk elements, which shaped his own compositional voice.",0.80,0.90,0.40,pending
dmitri-shostakovich-1906,dmitry-kabalevsky-1904,"Shostakovich's dramatic and often politically charged music influenced Kabalevsky's approach to Soviet-themed compositions and his use of expressive intensity.",0.70,0.85,0.50,pending
sergei-rachmaninoff-1873,dmitry-kabalevsky-1904,"Rachmaninoff's romantic lyricism and pianistic style influenced Kabalevsky's melodic writing and piano compositions.",0.60,0.80,0.60,pending
pyotr-ilyich-tchaikovsky-1840,dmitry-kabalevsky-1904,"Tchaikovsky's melodic richness and emotional expressiveness were foundational influences on Kabalevsky's musical language.",0.70,0.90,0.50,pending
alexander-glazunov-1865,dmitry-kabalevsky-1904,"Glazunov's synthesis of Russian nationalism and classical form influenced Kabalevsky's compositional structure and national style.",0.50,0.70,0.60,pending
ralph-vaughan-williams-1872,michael-tippett-1905,"Tippett was influenced by Vaughan Williams' use of English folk music and modal harmonies, which shaped his own compositional voice.",0.70,0.90,0.40,pending
igor-stravinsky-1882,michael-tippett-1905,"Stravinsky's rhythmic innovation and neoclassical style had a significant impact on Tippett's approach to rhythm and structure.",0.80,0.85,0.50,pending
arnold-schoenberg-1874,michael-tippett-1905,"Tippett was influenced by Schoenberg's exploration of atonality and twelve-tone techniques, though he adapted these ideas within his own tonal framework.",0.60,0.80,0.60,pending
benjamin-britten-1913,michael-tippett-1905,"Britten's success as a British composer and his lyrical style influenced Tippett's vocal writing and his engagement with English musical traditions.",0.70,0.85,0.40,pending
gustav-mahler-1860,michael-tippett-1905,"Mahler's expansive symphonic structures and emotional depth influenced Tippett's approach to large-scale works and orchestration.",0.50,0.70,0.50,pending
dmitry-kabalevsky-1904,dmitri-shostakovich-1906,"Kabalevsky was a fellow Soviet composer whose style and ideological stance influenced Shostakovich's approach to Soviet music and compositional techniques.",0.50,0.70,0.60,pending
sergei-prokofiev-1891,dmitri-shostakovich-1906,"Prokofiev was a major Russian composer whose modernist style and orchestration techniques influenced Shostakovich's early works and symphonic writing.",0.70,0.90,0.50,pending
igor-stravinsky-1882,dmitri-shostakovich-1906,"Stravinsky's innovative rhythms and modernist idioms had a significant impact on Shostakovich's compositional style, especially in his use of rhythm and orchestration.",0.60,0.85,0.70,pending
gustav-mahler-1860,dmitri-shostakovich-1906,"Mahler's symphonic scale and emotional depth influenced Shostakovich's symphonies, particularly in their dramatic and structural complexity.",0.80,0.95,0.40,pending
alexander-glazunov-1865,dmitri-shostakovich-1906,"Glazunov was Shostakovich's teacher and mentor, directly influencing his early compositional development and technique.",0.90,1.00,0.30,pending
sergei-rachmaninoff-1873,dmitri-shostakovich-1906,"Rachmaninoff's romanticism and pianistic style influenced Shostakovich's piano compositions and melodic writing.",0.50,0.80,0.60,pending
arnold-schoenberg-1874,dmitri-shostakovich-1906,"Schoenberg's expressionism and use of dissonance influenced Shostakovich's harmonic language and modernist tendencies.",0.40,0.70,0.70,pending
maurice-ravel-1875,dmitri-shostakovich-1906,"Ravel's orchestration and clarity of texture influenced Shostakovich's approach to orchestral color and detail.",0.40,0.75,0.60,pending
darius-milhaud-1892,dmitri-shostakovich-1906,"Milhaud's polytonality and modernist style had some influence on Shostakovich's harmonic experimentation.",0.30,0.60,0.70,pending
manuel-de-falla-1876,fernando-lopes-graca-1906,"Lopes-Graça was influenced by Manuel de Falla's integration of folk elements and nationalist style, which shaped his own approach to Portuguese folk music.",0.80,0.90,0.40,pending
bela-bartok-1881,fernando-lopes-graca-1906,"Bartók's ethnomusicological work and use of folk music as a basis for modern composition influenced Lopes-Graça's similar interest in Portuguese folk traditions.",0.70,0.85,0.50,pending
dmitri-shostakovich-1906,fernando-lopes-graca-1906,"Shostakovich's political engagement and modernist style had an impact on Lopes-Graça's own politically charged compositions and modernist tendencies.",0.60,0.80,0.60,pending
claude-debussy-1862,fernando-lopes-graca-1906,"Debussy's harmonic innovations and impressionistic textures influenced Lopes-Graça's harmonic language and coloristic effects.",0.50,0.70,0.70,pending
heitor-villa-lobos-1887,camargo-guarnieri-1907,"Villa-Lobos was a major figure in Brazilian music and influenced Guarnieri's incorporation of Brazilian folk elements and nationalism in his compositions.",0.90,0.95,0.30,pending
claude-debussy-1862,camargo-guarnieri-1907,"Debussy's impressionistic style influenced Guarnieri's harmonic language and orchestration techniques.",0.60,0.80,0.50,pending
sergei-prokofiev-1891,camargo-guarnieri-1907,"Prokofiev's modernist approach and rhythmic vitality impacted Guarnieri's compositional style.",0.50,0.70,0.60,pending
dmitri-shostakovich-1906,camargo-guarnieri-1907,"Shostakovich's dramatic and expressive style influenced Guarnieri's symphonic works.",0.40,0.60,0.70,pending
claude-debussy-1862,olivier-messiaen-1908,"Debussy's innovative harmonic language and use of modes influenced Messiaen's own harmonic and modal explorations.",0.70,0.90,0.60,pending
maurice-ravel-1875,olivier-messiaen-1908,"Ravel's orchestration and coloristic effects had a notable impact on Messiaen's approach to timbre and orchestral writing.",0.60,0.85,0.50,pending
erik-satie-1866,olivier-messiaen-1908,"Satie's unconventional structures and harmonic simplicity influenced Messiaen's early compositional style and his break from traditional forms.",0.50,0.80,0.70,pending
arnold-schoenberg-1874,olivier-messiaen-1908,"Schoenberg's expansion of harmonic language and serial techniques indirectly influenced Messiaen's rhythmic and harmonic innovations.",0.40,0.70,0.80,pending
igor-stravinsky-1882,olivier-messiaen-1908,"Stravinsky's rhythmic complexity and use of folk elements inspired Messiaen's rhythmic experimentation and modal melodies.",0.60,0.85,0.60,pending
paul-dukas-1865,olivier-messiaen-1908,"Dukas, as Messiaen's teacher, had a direct influence on his compositional technique and orchestration skills.",0.80,0.95,0.40,pending
arthur-honegger-1892,olivier-messiaen-1908,"Honegger's modernist style and use of rhythm and color influenced Messiaen's own modernist tendencies.",0.50,0.75,0.60,pending
charles-ives-1874,elliott-carter-1908,"Carter was influenced by Ives' innovative use of rhythm and polytonality, which inspired Carter's own complex rhythmic structures.",0.80,0.90,0.60,pending
igor-stravinsky-1882,elliott-carter-1908,"Stravinsky's rhythmic vitality and neoclassical style had a significant impact on Carter's compositional approach.",0.70,0.85,0.50,pending
arnold-schoenberg-1874,elliott-carter-1908,"Schoenberg's development of twelve-tone technique and modernist aesthetics influenced Carter's exploration of atonality and structure.",0.60,0.80,0.70,pending
edgard-varese-1883,elliott-carter-1908,"Varèse's emphasis on timbre and innovative sound textures inspired Carter's interest in complex orchestration and sonority.",0.60,0.75,0.60,pending
paul-hindemith-1895,elliott-carter-1908,"Hindemith's contrapuntal mastery and modern harmonic language influenced Carter's compositional techniques.",0.50,0.70,0.60,pending
carl-nielsen-1865,vagn-holmboe-1909,"Holmboe was strongly influenced by Carl Nielsen's use of organic growth and motivic development in his compositions.",0.90,0.95,0.30,pending
jean-sibelius-1865,vagn-holmboe-1909,"Sibelius's symphonic style and Nordic musical language influenced Holmboe's approach to structure and atmosphere.",0.70,0.90,0.40,pending
arnold-schoenberg-1874,vagn-holmboe-1909,"While Holmboe did not adopt twelve-tone technique, Schoenberg's modernist ideas impacted Holmboe's harmonic language and compositional thinking.",0.50,0.80,0.70,pending
aaron-copland-1900,william-schuman-1910,"William Schuman was a contemporary and colleague of Aaron Copland, and Copland's American nationalist style and modernist tendencies influenced Schuman's own compositional voice.",0.80,0.90,0.40,pending
sergei-prokofiev-1891,william-schuman-1910,"Prokofiev's rhythmic vitality and modern harmonic language had a notable impact on Schuman's orchestral and piano works.",0.60,0.80,0.50,pending
igor-stravinsky-1882,william-schuman-1910,"Stravinsky's innovative use of rhythm and orchestration influenced Schuman's approach to modern American composition.",0.70,0.85,0.50,pending
dmitri-shostakovich-1906,william-schuman-1910,"Shostakovich's dramatic intensity and structural rigor influenced Schuman's symphonic and choral works.",0.50,0.70,0.60,pending
giacomo-puccini-1858,samuel-barber-1910,"Barber was influenced by Puccini's lyrical melodic style and expressive romanticism, which is evident in Barber's vocal and orchestral works.",0.70,0.90,0.40,pending
sergei-rachmaninoff-1873,samuel-barber-1910,"Rachmaninoff's lush harmonies and emotional depth influenced Barber's compositional voice, especially in his piano and vocal music.",0.80,0.85,0.30,pending
gabriel-faure-1845,samuel-barber-1910,"Faure's refined harmonic language and melodic elegance had a notable impact on Barber's approach to lyricism and form.",0.60,0.80,0.50,pending
richard-wagner-1813,samuel-barber-1910,"Wagner's influence is seen in Barber's use of chromaticism and dramatic intensity, though Barber's style remained more conservative.",0.50,0.70,0.70,pending
wolfgang-amadeus-mozart-1756,samuel-barber-1910,"Mozart's classical clarity and formal balance influenced Barber's structural approach and melodic clarity.",0.60,0.75,0.40,pending
arnold-schoenberg-1874,john-cage-1912,"Cage was influenced by Schoenberg's exploration of atonality and the twelve-tone technique, which opened new avenues for Cage's own experimental approaches.",0.70,0.90,0.70,pending
edgard-varese-1883,john-cage-1912,"Varèse's emphasis on sound as a physical phenomenon and his use of unconventional instruments influenced Cage's interest in noise and non-traditional sound sources.",0.80,0.95,0.60,pending
erik-satie-1866,john-cage-1912,"Satie's minimalist and avant-garde tendencies, including his use of silence and unconventional structures, prefigured Cage's experimental style.",0.60,0.85,0.70,pending
henri-dutilleux-1916,john-cage-1912,"While Dutilleux was a contemporary, Cage was aware of his work; however, the influence is minor and more indirect through shared modernist trends.",0.20,0.50,0.80,pending
olivier-messiaen-1908,john-cage-1912,"Messiaen's innovative use of rhythm and modes influenced Cage's rhythmic experimentation and interest in non-Western musical concepts.",0.50,0.80,0.60,pending
igor-stravinsky-1882,witold-lutoslawski-1913,"Lutoslawski was influenced by Stravinsky's rhythmic innovation and modernist approach, which shaped his early compositional style.",0.80,0.90,0.50,pending
bela-bartok-1881,witold-lutoslawski-1913,"Bartók's use of folk elements and modal scales influenced Lutoslawski's incorporation of Polish folk music and modal harmonies.",0.70,0.85,0.40,pending
dmitri-shostakovich-1906,witold-lutoslawski-1913,"Shostakovich's dramatic expression and orchestration techniques had a notable impact on Lutoslawski's symphonic works.",0.60,0.80,0.50,pending
olivier-messiaen-1908,witold-lutoslawski-1913,"Messiaen's innovative harmonic language and rhythmic complexity influenced Lutoslawski's later compositional techniques.",0.70,0.75,0.60,pending
arnold-schoenberg-1874,witold-lutoslawski-1913,"Schoenberg's development of twelve-tone technique and modernist aesthetics informed Lutoslawski's exploration of atonality and structure.",0.50,0.70,0.70,pending
wolfgang-amadeus-mozart-1756,benjamin-britten-1913,"Britten admired Mozart's clarity, balance, and formal craftsmanship, which influenced his own approach to operatic and vocal writing.",0.70,0.90,0.40,pending
henry-purcell-1659,benjamin-britten-1913,"Purcell's English Baroque style and mastery of vocal music deeply influenced Britten's tonal language and his use of English text settings.",0.80,0.95,0.30,pending
gustav-mahler-1860,benjamin-britten-1913,"Mahler's emotional depth and orchestral color had a notable impact on Britten's symphonic and vocal works.",0.60,0.80,0.50,pending
igor-stravinsky-1882,benjamin-britten-1913,"Stravinsky's neoclassicism and rhythmic innovation influenced Britten's compositional style, especially in his use of rhythm and form.",0.70,0.85,0.50,pending
ralph-vaughan-williams-1872,benjamin-britten-1913,"Vaughan Williams' incorporation of English folk music and modal harmonies influenced Britten's own use of folk elements and modal tonalities.",0.75,0.90,0.40,pending
francis-poulenc-1899,benjamin-britten-1913,"Poulenc's melodic gift and blending of modern and traditional elements resonated with Britten, influencing his vocal and chamber music.",0.50,0.70,0.60,pending
dmitri-shostakovich-1906,benjamin-britten-1913,"Shostakovich's dramatic intensity and use of irony influenced Britten's operatic and vocal works, especially in their emotional complexity.",0.60,0.75,0.50,pending
george-gershwin-1898,morton-gould-1913,"Gershwin's blending of classical music with jazz and popular styles influenced Gould's own eclectic and genre-crossing compositions.",0.80,0.90,0.40,pending
aaron-copland-1900,morton-gould-1913,"Copland's American nationalist style and incorporation of folk elements shaped Gould's approach to American themes and orchestration.",0.70,0.85,0.50,pending
igor-stravinsky-1882,morton-gould-1913,"Stravinsky's rhythmic innovation and modernist techniques influenced Gould's rhythmic vitality and orchestral color.",0.60,0.80,0.60,pending
darius-milhaud-1892,morton-gould-1913,"Milhaud's polytonality and incorporation of jazz elements impacted Gould's harmonic language and stylistic diversity.",0.50,0.70,0.50,pending
arnold-schoenberg-1874,milton-babbitt-1916,"Babbitt was heavily influenced by Schoenberg's twelve-tone technique and serialism, which shaped his approach to composition and theory.",0.90,1.00,0.40,pending
anton-webern-1883,milton-babbitt-1916,"Webern's concise and highly structured serial compositions influenced Babbitt's development of total serialism and complex rhythmic structures.",0.80,0.95,0.50,pending
alban-berg-1885,milton-babbitt-1916,"Berg's integration of expressive elements within the twelve-tone system provided a model for Babbitt's own serialist works.",0.60,0.90,0.60,pending
edgard-varese-1883,milton-babbitt-1916,"Varese's exploration of new sounds and electronic music inspired Babbitt's interest in electronic composition and sound organization.",0.70,0.85,0.50,pending
igor-stravinsky-1882,milton-babbitt-1916,"Stravinsky's rhythmic innovation and neoclassical style influenced Babbitt's rhythmic complexity and structural rigor.",0.50,0.80,0.60,pending
maurice-ravel-1875,henri-dutilleux-1916,"Dutilleux was influenced by Ravel's refined orchestration and harmonic color, which shaped his own meticulous approach to timbre and texture.",0.80,0.90,0.40,pending
claude-debussy-1862,henri-dutilleux-1916,"Debussy's impressionistic harmonic language and emphasis on atmosphere influenced Dutilleux's early compositional style and his use of color.",0.70,0.85,0.50,pending
igor-stravinsky-1882,henri-dutilleux-1916,"Stravinsky's rhythmic innovation and structural clarity impacted Dutilleux's approach to form and rhythm in his compositions.",0.60,0.80,0.60,pending
arthur-honegger-1892,henri-dutilleux-1916,"Honegger's blend of modernism with traditional forms influenced Dutilleux's balance between innovation and classical structure.",0.50,0.70,0.50,pending
olivier-messiaen-1908,henri-dutilleux-1916,"Messiaen's unique harmonic language and interest in color and rhythm inspired Dutilleux's own explorations in these areas.",0.60,0.75,0.50,pending
igor-stravinsky-1882,alberto-ginastera-1916,"Stravinsky's rhythmic innovation and use of folk elements influenced Ginastera's incorporation of Argentine folk themes and modernist techniques.",0.80,0.90,0.50,pending
manuel-de-falla-1876,alberto-ginastera-1916,"De Falla's blending of nationalism with modernism served as a model for Ginastera's own synthesis of Argentine folk music and contemporary styles.",0.70,0.85,0.40,pending
aaron-copland-1900,alberto-ginastera-1916,"Copland's use of open harmonies and incorporation of folk elements influenced Ginastera's approach to creating a distinct national style.",0.60,0.80,0.50,pending
dmitri-shostakovich-1906,alberto-ginastera-1916,"Shostakovich's dramatic intensity and modernist language impacted Ginastera's more avant-garde and dramatic compositions.",0.50,0.70,0.60,pending
gustav-mahler-1860,leonard-bernstein-1918,"Bernstein was deeply influenced by Mahler's symphonic style and emotional depth, often conducting and championing Mahler's works.",0.90,1.00,0.30,pending
leonard-bernstein-1918,leonard-bernstein-1918,"Bernstein's own style was shaped by his study and admiration of Mahler, as well as his exposure to modernist and American musical idioms.",0.00,0.00,0.00,pending
igor-stravinsky-1882,leonard-bernstein-1918,"Stravinsky's rhythmic innovation and modernist approach influenced Bernstein's compositional style and conducting repertoire.",0.70,0.90,0.50,pending
aaron-copland-1900,leonard-bernstein-1918,"Copland's American sound and incorporation of folk elements influenced Bernstein's own American musical voice.",0.80,0.95,0.40,pending
leonard-bernstein-1918,leonard-bernstein-1918,"Bernstein was also influenced by jazz and popular music, which he integrated into his compositions, reflecting a broad musical palette.",0.00,0.00,0.00,pending
claudio-monteverdi-1567,astor-piazzolla-1921,"Monteverdi's innovative use of harmony and expressive melodic lines influenced Piazzolla's approach to tango composition and arrangement.",0.40,0.60,0.70,pending
astor-piazzolla-1921,astor-piazzolla-1921,"Piazzolla was deeply influenced by the traditional tango composers and musicians of Argentina, though they are not listed here, his style evolved from this foundation.",0.90,1.00,0.10,pending
claude-debussy-1862,astor-piazzolla-1921,"Debussy's impressionistic harmonies and textures influenced Piazzolla's harmonic language and atmospheric soundscapes in tango nuevo.",0.60,0.80,0.60,pending
igor-stravinsky-1882,astor-piazzolla-1921,"Stravinsky's rhythmic innovation and modernist approach inspired Piazzolla to incorporate complex rhythms and structures into his tango compositions.",0.70,0.70,0.50,pending
arthur-honegger-1892,astor-piazzolla-1921,"Honegger's blending of classical and modern elements influenced Piazzolla's fusion of traditional tango with classical music techniques.",0.50,0.60,0.60,pending
alberto-ginastera-1916,astor-piazzolla-1921,"Ginastera's incorporation of Argentine folk elements into classical music paralleled Piazzolla's own fusion of Argentine tango with classical and jazz idioms.",0.60,0.70,0.50,pending
ralph-vaughan-williams-1872,malcolm-arnold-1921,"Arnold was influenced by Vaughan Williams' English pastoral style and modal harmonies, which shaped his own orchestral and chamber music idiom.",0.70,0.90,0.40,pending
benjamin-britten-1913,malcolm-arnold-1921,"Britten's modern yet accessible tonal language and incorporation of English folk elements influenced Arnold's compositional approach.",0.60,0.85,0.50,pending
william-walton-1902,malcolm-arnold-1921,"Walton's vibrant orchestration and rhythmic vitality had a notable impact on Arnold's style, especially in his film and orchestral works.",0.65,0.80,0.45,pending
igor-stravinsky-1882,malcolm-arnold-1921,"Stravinsky's rhythmic innovation and neoclassical tendencies influenced Arnold's rhythmic drive and structural clarity.",0.50,0.70,0.60,pending
arthur-honegger-1892,malcolm-arnold-1921,"Honegger's blend of modernism with lyricism and his orchestral color influenced Arnold's own orchestral writing.",0.40,0.60,0.50,pending
olivier-messiaen-1908,iannis-xenakis-1922,"Xenakis studied with Messiaen and was influenced by his innovative use of rhythm and modes, which shaped Xenakis's approach to composition.",0.90,1.00,0.60,pending
edgard-varese-1883,iannis-xenakis-1922,"Varèse's pioneering exploration of sound masses and spatial music had a significant impact on Xenakis's compositional techniques and concepts.",0.80,0.90,0.50,pending
igor-stravinsky-1882,iannis-xenakis-1922,"Stravinsky's rhythmic innovation and modernist style influenced Xenakis's early compositional development.",0.70,0.80,0.70,pending
francis-poulenc-1899,ned-rorem-1923,"Poulenc's lyrical style and clarity influenced Rorem's own vocal and piano compositions, reflecting a shared emphasis on melody and text setting.",0.80,0.90,0.30,pending
samuel-barber-1910,ned-rorem-1923,"Barber's romantic lyricism and expressive melodic lines are evident in Rorem's art songs and orchestral works, showing a clear stylistic lineage.",0.70,0.85,0.40,pending
aaron-copland-1900,ned-rorem-1923,"Copland's accessible modernism and American idioms influenced Rorem's approach to tonal language and orchestration.",0.60,0.80,0.50,pending
claude-debussy-1862,ned-rorem-1923,"Debussy's impressionistic harmonic language and coloristic textures impacted Rorem's harmonic palette and atmospheric writing.",0.50,0.75,0.60,pending
arnold-schoenberg-1874,gyorgy-ligeti-1923,"Ligeti was influenced by Schoenberg's twelve-tone technique and serialism, which shaped his early compositional style.",0.80,0.90,0.60,pending
bela-bartok-1881,gyorgy-ligeti-1923,"Bartók's use of folk elements and innovative rhythms influenced Ligeti's early works and his interest in complex rhythmic structures.",0.70,0.85,0.50,pending
igor-stravinsky-1882,gyorgy-ligeti-1923,"Stravinsky's rhythmic innovation and modernist approach had a significant impact on Ligeti's development, especially in his early career.",0.60,0.80,0.60,pending
edgard-varese-1883,gyorgy-ligeti-1923,"Varèse's exploration of sound masses and timbre influenced Ligeti's textural and timbral experimentation.",0.70,0.80,0.70,pending
olivier-messiaen-1908,gyorgy-ligeti-1923,"Messiaen's use of modes of limited transposition and rhythmic complexity influenced Ligeti's harmonic language and rhythmic structures.",0.75,0.85,0.50,pending
karlheinz-stockhausen-1928,gyorgy-ligeti-1923,"Stockhausen's avant-garde techniques and electronic music experimentation influenced Ligeti's approach to sound and form.",0.60,0.70,0.60,pending
arnold-schoenberg-1874,luigi-nono-1924,"Nono was influenced by Schoenberg's twelve-tone technique and serialism, which shaped his early compositional style.",0.80,0.90,0.50,pending
anton-webern-1883,luigi-nono-1924,"Webern's concise and pointillistic serialism deeply influenced Nono's approach to texture and structure.",0.70,0.85,0.60,pending
edgard-varese-1883,luigi-nono-1924,"Varèse's exploration of new timbres and electronic music inspired Nono's experimental and avant-garde tendencies.",0.70,0.80,0.60,pending
luigi-cherubini-1760,luigi-nono-1924,"While less direct, the Italian classical tradition including Cherubini's work provided a foundational cultural background for Nono.",0.20,0.50,0.90,pending
dmitri-shostakovich-1906,luigi-nono-1924,"Shostakovich's politically engaged music and modernist language influenced Nono's own politically charged compositions.",0.60,0.70,0.50,pending
olivier-messiaen-1908,luigi-nono-1924,"Messiaen's innovative use of rhythm, color, and modes influenced Nono's harmonic and rhythmic experimentation.",0.60,0.75,0.50,pending
anton-bruckner-1824,joly-braga-santos-1924,"Braga Santos's symphonic works show a clear influence of Bruckner's expansive structures and rich harmonic language.",0.80,0.90,0.40,pending
gustav-mahler-1860,joly-braga-santos-1924,"The emotional depth and orchestral color in Braga Santos's compositions reflect Mahler's influence.",0.70,0.85,0.50,pending
claude-debussy-1862,joly-braga-santos-1924,"Braga Santos incorporated impressionistic harmonic colors and textures reminiscent of Debussy.",0.60,0.80,0.60,pending
sergei-prokofiev-1891,joly-braga-santos-1924,"Prokofiev's rhythmic vitality and melodic style influenced Braga Santos's orchestral and chamber music.",0.50,0.75,0.50,pending
dmitri-shostakovich-1906,joly-braga-santos-1924,"Shostakovich's dramatic intensity and use of modernist elements can be traced in Braga Santos's later works.",0.50,0.70,0.60,pending
arnold-schoenberg-1874,luciano-berio-1925,"Berio was influenced by Schoenberg's twelve-tone technique and serialism, which shaped his early compositional style.",0.80,0.90,0.50,pending
igor-stravinsky-1882,luciano-berio-1925,"Stravinsky's rhythmic innovation and neoclassical style influenced Berio's approach to rhythm and form.",0.70,0.85,0.60,pending
olivier-messiaen-1908,luciano-berio-1925,"Messiaen's use of modes, color, and rhythm had a significant impact on Berio's harmonic language and timbral exploration.",0.75,0.90,0.50,pending
john-cage-1912,luciano-berio-1925,"Berio was influenced by Cage's experimentalism and use of chance operations, which inspired Berio's own avant-garde techniques.",0.60,0.80,0.70,pending
edgard-varese-1883,luciano-berio-1925,"Varese's emphasis on sound masses and electronic music influenced Berio's interest in timbre and new sound possibilities.",0.65,0.85,0.60,pending
luigi-nono-1924,luciano-berio-1925,"As a close contemporary and collaborator, Nono's politically engaged and experimental music influenced Berio's compositional outlook.",0.70,0.90,0.40,pending
gyorgy-ligeti-1923,luciano-berio-1925,"Ligeti's micropolyphony and textural innovations influenced Berio's approach to complex sound structures.",0.60,0.85,0.50,pending
pierre-boulez-1925,luciano-berio-1925,"Boulez's serialism and modernist aesthetics were influential in Berio's development, especially in the 1950s and 60s.",0.70,0.90,0.50,pending
arnold-schoenberg-1874,pierre-boulez-1925,"Boulez was deeply influenced by Schoenberg's twelve-tone technique and serialism, which shaped his early compositional style.",0.90,1.00,0.60,pending
anton-webern-1883,pierre-boulez-1925,"Webern's concise and pointillistic serialism had a profound impact on Boulez's approach to structure and texture.",0.85,1.00,0.50,pending
igor-stravinsky-1882,pierre-boulez-1925,"Stravinsky's rhythmic innovation and neoclassical clarity influenced Boulez's rhythmic complexity and formal designs.",0.70,0.90,0.70,pending
edgard-varese-1883,pierre-boulez-1925,"Varese's exploration of new sounds and emphasis on timbre and spatialization inspired Boulez's avant-garde orchestration.",0.75,0.95,0.60,pending
olivier-messiaen-1908,pierre-boulez-1925,"Messiaen was Boulez's teacher and mentor, influencing his use of modes, rhythm, and color in composition.",1.00,1.00,0.40,pending
antonin-dvorak-1841,pierre-boulez-1925,"While less direct, Dvořák's structural clarity and melodic development provided a distant classical foundation for Boulez's modernism.",0.30,0.70,0.80,pending
igor-stravinsky-1882,hans-werner-henze-1926,"Henze was influenced by Stravinsky's rhythmic innovation and neoclassical style, which shaped his early compositional approach.",0.80,0.90,0.50,pending
arnold-schoenberg-1874,hans-werner-henze-1926,"Henze studied twelve-tone techniques and serialism inspired by Schoenberg, integrating these methods into his own modernist language.",0.70,0.85,0.60,pending
dmitri-shostakovich-1906,hans-werner-henze-1926,"Shostakovich's dramatic intensity and political engagement influenced Henze's expressive and often socially conscious compositions.",0.60,0.80,0.50,pending
olivier-messiaen-1908,hans-werner-henze-1926,"Messiaen's use of color, rhythm, and modes inspired Henze's exploration of timbre and complex rhythmic structures.",0.60,0.75,0.60,pending
paul-hindemith-1895,hans-werner-henze-1926,"Hindemith's craftsmanship and contrapuntal techniques influenced Henze's compositional rigor and structural clarity.",0.50,0.70,0.50,pending
jean-sibelius-1865,einojuhani-rautavaara-1928,"Rautavaara was deeply influenced by Sibelius's national romantic style and his use of Finnish folklore and nature themes.",0.90,0.95,0.30,pending
arnold-schoenberg-1874,einojuhani-rautavaara-1928,"Rautavaara studied serialism and twelve-tone techniques inspired by Schoenberg, especially in his early works.",0.70,0.85,0.60,pending
olivier-messiaen-1908,einojuhani-rautavaara-1928,"Messiaen's use of color, modes, and spirituality influenced Rautavaara's harmonic language and mystical atmosphere.",0.80,0.90,0.40,pending
igor-stravinsky-1882,einojuhani-rautavaara-1928,"Stravinsky's rhythmic innovation and neoclassical elements impacted Rautavaara's compositional approach.",0.60,0.80,0.50,pending
arnold-schoenberg-1874,karlheinz-stockhausen-1928,"Stockhausen was influenced by Schoenberg's development of twelve-tone technique and serialism, which shaped his early compositional approach.",0.80,0.90,0.60,pending
anton-webern-1883,karlheinz-stockhausen-1928,"Webern's concise and pointillistic serialism deeply influenced Stockhausen's exploration of texture and structure in his compositions.",0.85,0.90,0.50,pending
edgard-varese-1883,karlheinz-stockhausen-1928,"Varese's pioneering work in electronic music and sound masses inspired Stockhausen's own electronic and spatial music experiments.",0.90,0.95,0.40,pending
olivier-messiaen-1908,karlheinz-stockhausen-1928,"Messiaen was Stockhausen's teacher and mentor, influencing his use of rhythm, modes, and color in music.",1.00,1.00,0.30,pending
john-cage-1912,karlheinz-stockhausen-1928,"Cage's avant-garde ideas about indeterminacy and new sound sources influenced Stockhausen's experimental approach to composition.",0.70,0.80,0.70,pending
pierre-boulez-1925,karlheinz-stockhausen-1928,"Boulez and Stockhausen were contemporaries who influenced each other, especially in serialism and modernist techniques.",0.60,0.80,0.50,pending
olivier-messiaen-1908,george-crumb-1929,"Messiaen's use of color, modes, and spirituality deeply influenced Crumb's exploration of timbre and mystical themes.",0.90,0.95,0.40,pending
john-cage-1912,george-crumb-1929,"Cage's experimental approach to sound and extended techniques inspired Crumb's innovative use of unconventional instruments and notation.",0.80,0.90,0.50,pending
edgard-varese-1883,george-crumb-1929,"Varèse's emphasis on timbre and sound masses influenced Crumb's focus on texture and sonority in his compositions.",0.70,0.85,0.50,pending
arnold-schoenberg-1874,george-crumb-1929,"Schoenberg's expansion of tonality and serial techniques provided a foundation for Crumb's avant-garde harmonic language.",0.60,0.80,0.60,pending
claude-debussy-1862,toru-takemitsu-1930,"Takemitsu was deeply influenced by Debussy's use of harmony and color, which shaped his own approach to timbre and texture.",0.90,0.95,0.60,pending
olivier-messiaen-1908,toru-takemitsu-1930,"Messiaen's innovative use of modes, rhythm, and bird song inspired Takemitsu's exploration of new sound worlds and spiritual themes.",0.80,0.90,0.50,pending
john-cage-1912,toru-takemitsu-1930,"Takemitsu was influenced by Cage's ideas on silence and chance, which informed his own compositional philosophy and use of space.",0.70,0.85,0.70,pending
